// Monsters Additional Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

// rAthena Dev Team
//1900,VALARIS,Valaris,Valaris,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1901,VALARIS_WORSHIPPER,Valaris's Worshipper,Valaris's Worshipper,50,8578,0,2706,1480,1,487,590,15,25,1,75,55,1,93,45,10,12,0,6,27,0x1685,100,868,480,120,0,0,0,0,0,0,0,923,500,984,63,1464,2,607,50,610,100,503,300,2405,50,0,0,0,0,4129,1
//1902,MC_CAMERI,MC Cameri,MC Cameri,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1903,POKI,Poki#3,Poki#3,99,1349000,0,4093000,1526000,9,4892,9113,22,35,1,180,39,67,193,130,10,12,1,7,64,0x1973,120,500,672,480,92100,603,5500,617,3000,1723,1000,1228,100,1236,500,617,2500,1234,75,1237,125,1722,250,1724,100,1720,50,0,0,0,0
//1904,SENTRY,Sentry,Sentry,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1

// Custom Hollow Poring (overrrides/collides with META_ANDRE)
//1237,HOLLOW_PORING,Hollow Poring,Hollow Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,10
// Custom Fire Poring. Warning, Colides with META_DENIRO
//1239,FIRE_PORING,Fire Poring,Fire Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x131,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,741,5,619,20,0,0,0,0,4001,20

// Lunar New Year 2008 Event Monster overrides
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1145,MARTIN,Martin,Martin,18,1109,0,134,86,1,52,63,0,5,12,18,30,15,15,5,10,12,0,2,42,0x81,300,1480,480,480,0,0,0,0,0,0,0,1017,9000,1018,500,1251,10,2225,5,5009,1,10010,10,2224,15,7869,1500,0,0,4046,1
//1175,TAROU,Tarou,Tarou,11,284,0,57,28,1,34,45,0,0,1,20,11,10,24,5,10,12,0,2,27,0x91,150,1744,1044,684,0,0,0,0,0,0,0,1016,9000,919,3000,949,800,528,1000,701,2,7869,2500,0,0,0,0,0,0,4028,1
//1209,CRAMP,Cramp,Cramp,56,4720,0,2300,1513,1,395,465,0,5,1,85,35,5,65,60,10,12,0,2,45,0x3095,100,1000,500,1000,0,0,0,0,0,0,0,7007,4656,528,1000,726,80,746,110,568,250,510,70,984,95,7869,1500,0,0,4296,1

// iRO St. Patricks Day 2008 Event Monster overrides
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1841,G_SNAKE_,Snake Lord's Minon,Snake Lord's Minon,15,471,0,72,48,1,46,55,0,0,1,15,15,10,35,5,10,12,1,2,22,0x81,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1842,G_ANACONDAQ_,Snake Lord's Minon,Snake Lord's Minon,23,1109,0,300,149,1,124,157,0,0,1,23,28,10,36,5,10,12,1,2,25,0x91,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1843,SIDE_WINDER_,Snake Lord's Minon,Snake Lord's Minon,43,4929,0,1996,993,1,240,320,5,10,38,43,40,15,115,20,10,12,1,2,25,0x3095,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1844,G_ISIS_,Snake Lord's Minon,Snake Lord's Minon,47,7003,0,3709,1550,1,423,507,10,35,38,65,43,50,66,15,10,12,2,6,27,0x3195,200,1384,768,336,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,8,0,0,0,0,0,0,0,0,0,0,0,0

// iRO Christmas 2008 Event
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1244,JAKK_XMAS,Christmas Jakk,Christmas Jakk,38,3581,0,1113,688,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x81,200,1180,480,648,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1245,GOBLINE_XMAS,Christmas Goblin,Christmas Goblin,25,1176,0,282,171,1,118,140,10,5,1,53,25,20,38,45,10,12,1,7,24,0x81,100,1120,620,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1246,COOKIE_XMAS,Christmas Cookie,Christmas Cookie,28,2090,0,461,284,1,140,170,0,50,1,24,30,53,45,100,10,12,0,7,46,0x91,400,1248,1248,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1247,ANTONIO,Antonio,Antonio,10,10,0,3,2,1,13,20,100,0,1,1,1,50,100,100,10,12,1,3,66,0xC1,100,720,720,432,0,0,0,0,0,0,0,604,500,12354,500,14550,500,5136,500,12132,500,12225,500,5811,500,0,0,0,0,4243,1

// iRO Halloween 2009 Event
// Uncomment if event is enabled. Uncomment the skills for Halloween Whisper in mob_skill_db2.
//3014,HALLOWEEN_WHISPER,Halloween Whisper,Halloween Whisper,1,800,0,0,0,1,10,13,0,45,1,51,14,0,60,0,10,12,0,6,68,0x81,150,1960,960,504,0,0,0,0,0,0,0,12396,150,6299,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//3015,HALLOWEEN_DARK_LORD,Halloween Dark Lord,Halloween Dark Lord,1,45,0,0,0,1,10,13,0,45,1,51,14,0,60,0,10,12,2,6,89,0x81,100,868,768,480,0,0,0,0,0,0,0,12396,800,12397,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// iRO Halloween 2008 Event
// Uncomment if event is enabled.
//3000,ZOMBIE,Zombie,Zombie,15,534,0,50,33,1,67,79,0,10,1,8,7,0,15,0,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,957,9000,724,5,938,1000,958,50,727,70,0,0,0,0,0,0,0,0,4038,1
//3001,GHOUL,Ghoul,Ghoul,40,5418,0,1088,622,1,420,500,5,20,1,20,29,0,45,20,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,958,6000,756,110,509,700,511,800,2609,60,934,150,1260,1,0,0,0,0,4110,1
//3002,ZOMBIE_MASTER,Zombie Master,Zombie Master,62,14211,0,7610,2826,1,824,1084,37,26,25,20,30,5,77,35,10,12,1,1,29,0x3695,175,2612,912,288,0,0,0,0,0,0,0,7071,4413,938,1500,958,1500,723,200,727,100,1260,1,2324,2,0,0,0,0,4274,1

// CUSTOM MOB
3950,INVADER_GENERAL,Invader General,Invader General,110,32697,1,3060,2693,1,355,500,72,238,58,50,33,105,67,200,10,12,1,8,86,0x6203695,200,1072,672,672,0,0,0,0,0,0,0,2254,100,2324,60,610,500,2282,1,509,2000,512,28,714,40,0,0,0,0,4054,1
3951,INVADER_SOLDIER,Invader Soldier,Invader Soldier,30,524,1,198,224,1,74,94,36,17,17,26,20,18,36,5,10,12,1,3,25,0x6203695,300,1672,672,480,0,0,0,0,0,0,0,938,5500,910,1500,511,500,514,200,512,5,1207,5,512,250,0,0,0,0,4033,1
3952,INVADER_CAPTAIN,Invader Captain,Invader Captain,37,987,1,282,317,1,69,83,32,8,24,5,10,5,30,15,10,12,1,3,41,0x6203695,400,1872,672,480,0,0,0,0,0,0,0,910,3200,938,1500,700,100,720,40,510,75,529,350,5035,1,0,0,0,0,4196,1
3953,INVADER_COMMANDER,Invader Commander,Invader Commander,110,16348,1,3060,2693,1,355,500,72,238,58,50,33,105,67,200,10,12,1,8,86,0x6203695,200,1072,672,672,0,0,0,0,0,0,0,2254,100,2324,60,610,500,2282,1,509,2000,512,28,714,40,0,0,0,0,4054,1

// BIOS ISLAND
3010,EP14_3_DEATH_A_MOB1,Corrupt Orc Baby,Corrupt Orc Baby,158,250000,1,12390,14640,1,948,215,240,50,120,85,80,60,88,50,10,12,0,7,42,14469,150,672,864,288,0,0,0,0,0,0,0,522,1,603,1,604,1,607,1,715,1,716,1,717,1,0,0,0,0,0,0
3011,EP14_3_DEATH_A_MOB2,Corrupt Desert Wolf Baby,Corrupt Baby Desert Wolf,158,232890,1,12390,14640,1,948,215,240,45,100,85,100,88,120,50,10,12,0,2,43,14469,150,1600,900,240,0,0,0,0,0,0,0,522,1,603,1,604,1,607,1,715,1,716,1,717,1,0,0,0,0,0,0
3012,EP14_3_DEATH_A_MOB3,Corrupt Familiar,Corrupt Familiar,158,222550,1,12390,14640,1,948,215,240,70,86,85,75,53,100,50,10,12,0,5,41,14469,120,1276,576,384,0,0,0,0,0,0,0,522,1,603,1,604,1,607,1,715,1,716,1,717,1,0,0,0,0,0,0
3013,EP14_3_DEATH_B_MOB1,Corrupt Orc Warrior,Corrupt Orc Warrior,158,300000,1,12390,14640,1,948,215,240,60,150,85,150,40,122,70,10,12,1,7,42,14469,150,1864,864,288,0,0,0,0,0,0,0,522,1,603,1,604,1,607,1,715,1,716,1,717,1,0,0,0,0,0,0
3014,EP14_3_DEATH_B_MOB2,Corrupt Desert Wolf,Corrupt Desert Wolf,158,292450,1,12390,14640,1,948,215,240,50,120,85,110,55,130,70,10,12,1,2,43,14469,150,1120,420,288,0,0,0,0,0,0,0,522,1,603,1,604,1,607,1,715,1,716,1,717,1,0,0,0,0,0,0
3015,EP14_3_DEATH_B_MOB3,Corrupt Phen,Corrupt Phen,158,284110,1,12390,14640,1,948,215,240,100,110,85,95,70,115,70,10,12,1,5,41,14485,150,2544,1344,1152,0,0,0,0,0,0,0,522,1,603,1,604,1,607,1,715,1,716,1,717,1,0,0,0,0,0,0
3016,EP14_3_DEATH_C_MOB1,Corrupt Orc Zombie,Corrupt Orc Zombie,158,375000,1,12390,14640,1,948,215,150,150,180,145,202,40,88,30,10,12,1,7,49,14469,170,2852,1152,840,0,0,0,0,0,0,0,522,1,603,1,604,1,607,1,715,1,716,1,717,1,0,0,0,0,0,0
3017,EP14_3_DEATH_C_MOB2,Corrupt Verit,Corrupt Verit,158,352715,1,12390,14640,1,200,100,948,215,166,87,150,60,150,130,10,12,1,2,49,14469,150,2468,768,480,0,0,0,0,0,0,0,522,1,603,1,604,1,607,1,715,1,716,1,717,1,0,0,0,0,0,0
3018,EP14_3_DEATH_C_MOB3,Corrupt Megalodon,Corrupt Megalodon,158,347413,1,12390,14640,1,948,215,240,300,157,80,140,90,209,84,10,12,1,5,49,14469,170,2492,792,432,0,0,0,0,0,0,0,522,1,603,1,604,1,607,1,715,1,716,1,717,1,0,0,0,0,0,0
3029,GRIM_REAPER_ANKOU,Reaper Ankou,Reaper Yanku,159,50000000,1,300000,300000,1,3000,1000,200,70,200,100,200,200,220,100,10,12,2,1,89,14757,200,672,336,288,0,0,0,0,0,0,0,522,1,603,1,604,1,607,1,22537,10000,0,0,0,0,0,0,0,0,0,0


// Tier D
3954,DETALE_PRIME,Detale Prime,Detale Prime,255,25000000,25000000,100000000,50000000,5,50000,65535,25,80,500,375,25,500,3000,300,18,21,2,9,81,0xBFBD,200,1564,864,576,0,41250,1,0,0,0,0,41250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3955,STRONG_BAPHOMET,Strong Baphomet,Strong Baphomet,255,25000000,25000000,100000000,50000000,4,12000,14000,25,50,550,384,25,550,3000,550,15,22,2,6,67,0xBFBD,200,1564,864,576,0,41250,1,0,0,0,0,41250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3956,STRONG_DARKLORD,Strong Dark Lord,Strong Dark Lord,255,25000000,25000000,100000000,50000000,3,10000,12000,25,50,450,384,25,450,3000,450,15,22,2,6,89,0xBFBD,200,1564,864,576,0,41250,1,0,0,0,0,41250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3957,STRONG_DOPPELGANGER,Strong Doppelganger,Strong Doppelganger,255,25000000,25000000,100000000,50000000,2,9000,11000,25,80,400,384,25,400,3000,400,15,22,2,6,67,0xBFBD,200,1564,864,576,0,41250,1,0,0,0,0,41250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3958,STRONG_DRACULA,Strong Dracula,Strong Dracula,255,25000000,25000000,100000000,50000000,2,8000,10000,25,80,350,384,25,350,3000,350,15,22,2,6,87,0xBFBD,200,1564,864,576,0,41250,1,0,0,0,0,41250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3959,STRONG_EDDGA,Strong Eddga,Strong Eddga,255,25000000,25000000,100000000,50000000,2,7000,9000,25,50,300,384,25,300,3000,300,15,22,2,2,23,0xBFBD,200,1564,864,576,0,41250,1,0,0,0,0,41250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3960,STRONG_LORD_OF_DEATH,Strong Lord Of Death,Strong Lord Of Death,255,25000000,25000000,100000000,50000000,5,50000,65535,25,50,500,384,25,500,3000,500,15,22,2,6,67,0xBFBD,200,1564,864,576,0,41250,1,0,0,0,0,41250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3961,STRONG_OSIRIS,Strong Osiris,Strong Osiris,255,25000000,25000000,100000000,50000000,3,50000,65535,25,80,500,400,25,500,3000,300,18,21,2,9,89,0xBFBD,200,1564,864,576,0,41250,1,0,0,0,0,41250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Tier C
3962,THANATOS_PRIME,Thanatos Prime,Thanatos Prime,255,55000000,25000000,100000000,50000000,3,50000,65535,25,80,500,400,25,500,3000,300,18,21,2,9,88,0xBFBD,200,1564,864,576,0,41250,1,0,0,0,0,41250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963,BAPHOMET_PRIME,Baphomet Prime,Baphomet Prime,255,55000000,25000000,100000000,50000000,3,25000,35000,25,80,500,400,25,500,3000,300,18,21,2,6,87,0xBFBD,200,1564,864,576,0,41250,1,0,0,0,0,41250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3964,OSIRIS_PRIME,Osiris Prime,Osiris Prime,255,55000000,25000000,100000000,50000000,5,5000,7000,25,80,200,450,25,200,3000,200,15,22,1,1,89,0xBFBD,200,1564,864,576,0,41250,1,0,0,0,0,41250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
